tempo_s;id_caminhao;estado;e_defeito;e_automatico;i_posicao_x;i_posicao_y;i_angulo_x;i_temperatura;o_aceleracao;o_direcao;evento
42.2116;4;Parado;0;1;91;0;0;40;0;0;
42.7192;4;Parado;0;1;91;0;0;40;0;0;
43.2389;4;Parado;0;1;91;0;0;40;0;0;
43.7745;4;Parado;0;1;91;0;0;40;0;0;
44.1971;4;Parado;0;1;91;0;0;40;0;0;
44.7147;4;Parado;0;1;91;0;0;40;0;0;
45.2258;4;Parado;0;1;91;0;0;40;0;0;
45.7375;4;Parado;0;1;91;0;0;40;0;0;
46.2508;4;Parado;0;1;91;0;0;40;0;0;
46.7656;4;Parado;0;1;91;0;0;40;0;0;
47.2835;4;Parado;0;1;91;0;0;40;0;0;
47.7986;4;Parado;0;1;91;0;0;40;0;0;
48.2064;4;Parado;0;1;91;0;0;40;0;0;
48.7141;4;Parado;0;1;91;0;0;40;0;0;
49.2356;4;Parado;0;1;91;0;0;40;0;0;
49.7411;4;Parado;0;1;91;0;0;40;0;0;
50.2513;4;Parado;0;1;91;0;0;40;0;0;
50.7682;4;Parado;0;1;91;0;0;40;0;0;
51.2835;4;Parado;0;1;91;0;0;40;0;0;
51.792;4;Parado;0;1;91;0;0;40;0;0;
52.3012;4;Parado;0;1;91;0;0;40;0;0;
52.8146;4;Parado;0;1;91;0;0;40;0;0;
53.3294;4;Em movimento;0;1;91;0;0;40;2;180;
53.8439;4;Parado;0;1;91;0;0;40;0;180;
54.2477;4;Parado;0;1;91;0;0;40;0;180;
54.7664;4;Parado;0;1;91;0;0;40;0;180;
55.2789;4;Parado;0;1;91;0;0;40;0;180;
55.7838;4;Parado;0;1;91;0;0;40;0;180;
56.2915;4;Parado;0;1;91;0;0;40;0;180;
56.7976;4;Parado;0;1;91;0;0;40;0;180;
57.3101;4;Parado;0;1;91;0;0;40;0;180;
57.8151;4;Parado;0;1;91;0;0;40;0;180;
58.3301;4;Parado;0;1;91;0;0;40;0;180;
58.841;4;Parado;0;1;91;0;0;40;0;180;
59.3517;4;Parado;0;1;91;0;0;40;0;180;
59.8578;4;Parado;0;1;92;0;0;40;0;180;
60.363;4;Em movimento;0;1;91;0;0;40;0;180;
60.8657;4;Parado;0;1;91;0;0;40;0;180;
61.3756;4;Parado;0;1;91;0;0;40;0;180;
61.883;4;Parado;0;1;92;0;0;40;2;180;
62.3912;4;Em movimento;0;1;92;0;0;40;2;180;
62.9056;4;Em movimento;0;1;92;0;0;40;2;180;
63.3142;4;Em movimento;0;1;92;0;0;40;2;180;
63.8217;4;Em movimento;0;1;92;0;0;40;2;180;
64.3429;4;Em movimento;0;1;92;0;0;40;2;180;
64.8805;4;Parado;0;1;92;0;0;40;0;180;
65.3982;4;Em movimento;0;1;92;0;0;40;2;180;
65.9093;4;Em movimento;0;1;92;0;0;40;2;180;
66.3348;4;Em movimento;0;1;92;0;0;40;2;180;
66.8569;4;Em movimento;0;1;92;0;0;40;2;180;
67.3794;4;Em movimento;0;1;92;0;0;40;2;180;
67.8893;4;Em movimento;0;1;92;0;0;40;2;180;
68.4014;4;Em movimento;0;1;92;0;0;40;2;180;
68.9067;4;Em movimento;0;1;92;0;0;40;2;180;
69.4146;4;Em movimento;0;1;92;0;0;40;2;180;
69.9186;4;Em movimento;0;1;92;0;0;40;2;180;
70.4446;4;Em movimento;0;1;92;0;0;40;2;180;
70.8537;4;Em movimento;0;1;92;0;0;40;2;180;
71.3654;4;Em movimento;0;1;92;0;0;40;2;180;
71.8733;4;Em movimento;0;1;93;0;0;40;2;180;
72.3771;4;Em movimento;0;1;93;0;0;40;3;180;
72.8871;4;Em movimento;0;1;93;0;0;40;3;180;
73.3917;4;Em movimento;0;1;93;0;0;40;3;180;
73.8978;4;Em movimento;0;1;93;0;0;40;3;180;
74.4041;4;Em movimento;0;1;93;0;0;40;3;180;
74.9197;4;Em movimento;0;1;93;0;0;40;3;180;
75.4298;4;Em movimento;0;1;93;0;0;40;3;180;
75.9381;4;Em movimento;0;1;93;0;0;40;3;180;
76.4482;4;Em movimento;0;1;93;0;0;40;3;180;
76.9552;4;Em movimento;0;1;94;0;0;40;4;180;
77.4735;4;Em movimento;0;1;94;0;0;40;4;180;
77.9982;4;Em movimento;0;1;94;0;0;40;4;180;
78.4058;4;Em movimento;0;1;94;0;0;40;4;180;
78.9299;4;Em movimento;0;1;94;0;0;41;4;180;
79.4452;4;Em movimento;0;1;94;0;0;41;4;180;
79.9782;4;Em movimento;0;1;94;0;0;41;4;180;
80.489;4;Em movimento;0;1;95;0;0;41;4;180;
80.9138;4;Em movimento;0;1;95;0;0;41;5;180;
81.4386;4;Em movimento;0;1;95;0;0;41;5;180;
81.944;4;Em movimento;0;1;95;0;0;41;5;180;
82.4507;4;Em movimento;0;1;95;0;0;41;5;180;
82.9596;4;Em movimento;0;1;95;0;0;41;5;180;
83.4711;4;Em movimento;0;1;96;0;0;41;6;180;
83.9887;4;Em movimento;0;1;96;0;0;41;6;180;
84.4957;4;Em movimento;0;1;96;0;0;41;6;180;
85.001;4;Em movimento;0;1;96;0;0;41;6;180;
85.5125;4;Em movimento;0;1;97;0;0;41;7;180;
86.0228;4;Em movimento;0;1;97;0;0;41;7;180;
86.5306;4;Em movimento;0;1;97;0;0;41;7;180;
87.054;4;Em movimento;0;1;97;0;0;41;7;180;
87.4644;4;Em movimento;0;1;97;0;0;41;7;180;
87.9715;4;Em movimento;0;1;98;0;0;41;8;180;
88.5014;4;Em movimento;0;1;98;0;0;41;8;180;
89.015;4;Em movimento;0;1;98;0;0;41;8;180;
89.5234;4;Em movimento;0;1;99;0;0;41;9;180;
90.0299;4;Em movimento;0;1;99;0;0;41;9;180;
90.5348;4;Em movimento;0;1;99;0;0;41;9;180;
91.0427;4;Em movimento;0;1;100;0;0;41;9;180;
91.5574;4;Em movimento;0;1;100;0;0;41;10;180;
92.0736;4;Em movimento;0;1;100;0;0;41;10;180;
92.5867;4;Em movimento;0;1;101;0;0;41;11;180;
93.106;4;Em movimento;0;1;101;0;0;41;11;180;
93.5217;4;Em movimento;0;1;101;0;0;41;11;180;
94.0351;4;Em movimento;0;1;102;0;0;41;12;180;
94.549;4;Em movimento;0;1;102;0;0;42;12;180;
95.055;4;Em movimento;0;1;103;0;0;42;13;180;
95.5576;4;Em movimento;0;1;103;0;0;42;13;180;
96.0665;4;Em movimento;0;1;104;0;0;42;14;180;
96.5737;4;Em movimento;0;1;104;0;0;42;14;180;
97.0991;4;Em movimento;0;1;105;0;0;42;15;180;
97.6193;4;Em movimento;0;1;105;0;0;42;15;180;
98.1308;4;Em movimento;0;1;106;0;0;42;16;180;
98.6378;4;Em movimento;0;1;107;0;0;42;16;180;
99.1411;4;Em movimento;0;1;107;0;0;42;17;180;
99.6483;4;Em movimento;0;1;108;0;0;42;18;180;
100.154;4;Em movimento;0;1;108;0;0;42;18;180;
100.658;4;Em movimento;0;1;109;0;0;42;19;180;
101.165;4;Em movimento;0;1;110;0;0;42;20;180;
101.676;4;Em movimento;0;1;110;0;0;43;20;180;
102.083;4;Em movimento;0;1;111;0;0;43;21;180;
102.598;4;Em movimento;0;1;112;0;0;43;22;180;
103.134;4;Em movimento;0;1;113;0;0;43;22;180;
103.642;4;Em movimento;0;1;113;0;0;43;23;180;
104.154;4;Em movimento;0;1;114;0;0;43;24;180;
104.665;4;Em movimento;0;1;115;0;0;43;25;180;
105.172;4;Em movimento;0;1;116;0;0;43;26;180;
105.682;4;Em movimento;0;1;117;0;0;43;27;180;
106.193;4;Em movimento;0;1;118;0;0;43;28;180;
106.703;4;Em movimento;0;1;119;0;0;44;29;180;
107.211;4;Em movimento;0;1;120;0;0;44;30;180;
107.628;4;Em movimento;0;1;121;0;0;44;31;180;
108.147;4;Em movimento;0;1;122;0;0;44;32;180;
108.666;4;Em movimento;0;1;124;0;0;44;33;180;
109.179;4;Em movimento;0;1;125;0;0;44;35;180;
109.688;4;Em movimento;0;1;126;0;0;44;36;180;
110.197;4;Em movimento;0;1;127;0;0;45;37;180;
110.71;4;Em movimento;0;1;129;0;0;45;38;180;
111.223;4;Em movimento;0;1;130;0;0;45;40;180;
111.735;4;Em movimento;0;1;132;0;0;45;41;180;
112.256;4;Em movimento;0;1;133;0;0;45;43;180;
112.673;4;Em movimento;0;1;134;0;0;45;44;180;
113.185;4;Em movimento;0;1;136;0;0;46;46;180;
113.704;4;Em movimento;0;1;138;0;0;46;47;180;
114.247;4;Em movimento;0;1;140;0;0;46;49;180;
114.757;4;Em movimento;0;1;142;0;0;46;51;180;
115.184;4;Em movimento;0;1;143;0;0;47;53;180;
115.727;4;Em movimento;0;1;145;0;0;47;55;180;
116.239;4;Em movimento;0;1;147;0;0;47;57;180;
116.766;4;Em movimento;0;1;149;0;0;47;59;180;
117.188;4;Em movimento;0;1;151;0;0;48;61;180;
117.711;4;Em movimento;0;1;153;0;0;48;63;180;
118.23;4;Em movimento;0;1;156;0;0;48;65;180;
118.739;4;Em movimento;0;1;158;0;0;48;68;180;
119.248;4;Em movimento;0;1;161;0;0;49;70;180;
119.752;4;Em movimento;0;1;163;0;0;49;73;180;
120.254;4;Em movimento;0;1;166;0;0;49;75;180;
120.762;4;Em movimento;0;1;169;0;0;50;78;180;
121.287;4;Em movimento;0;1;171;0;0;50;81;180;
121.808;4;Em movimento;0;1;175;0;0;50;84;180;
122.233;4;Em movimento;0;1;177;0;0;51;87;180;
122.738;4;Em movimento;0;1;180;0;0;51;90;180;
123.241;4;Em movimento;0;1;184;0;0;52;93;180;
123.748;4;Em movimento;0;1;187;0;0;52;97;180;
124.258;4;Em movimento;0;1;191;0;0;52;100;180;
124.772;4;Em movimento;0;1;194;0;0;53;100;180;
125.286;4;Em movimento;0;1;198;0;0;53;100;180;
125.792;4;Em movimento;0;1;202;0;0;54;100;180;
126.294;4;Em movimento;0;1;206;0;0;54;100;180;
126.797;4;Em movimento;0;1;210;0;0;55;100;180;
127.332;4;Em movimento;0;1;215;0;0;55;100;180;
127.845;4;Em movimento;0;1;219;0;0;56;100;180;
128.348;4;Em movimento;0;1;223;0;0;56;100;180;
128.867;4;Em movimento;0;1;228;0;0;56;100;180;
129.272;4;Em movimento;0;1;231;0;0;57;100;180;
129.779;4;Em movimento;0;1;236;0;0;57;100;180;
130.284;4;Em movimento;0;1;241;0;0;57;100;180;
130.792;4;Em movimento;0;1;245;0;0;57;100;180;
131.299;4;Em movimento;0;1;250;0;0;58;100;180;
131.804;4;Em movimento;0;1;254;0;0;58;100;180;
132.337;4;Em movimento;0;1;259;0;0;58;100;180;
132.839;4;Em movimento;0;1;264;0;0;58;100;180;
133.376;4;Em movimento;0;1;269;0;0;58;100;180;
133.892;4;Em movimento;0;1;274;0;0;58;100;180;
134.307;4;Em movimento;0;1;278;0;0;59;100;180;
134.827;4;Em movimento;0;1;283;0;0;59;100;180;
135.35;4;Em movimento;0;1;288;0;0;59;100;180;
135.877;4;Em movimento;0;1;293;0;0;59;100;180;
136.302;4;Em movimento;0;1;297;0;0;59;100;180;
136.828;4;Em movimento;0;1;302;0;0;59;100;180;
137.332;4;Em movimento;0;1;307;0;0;59;100;180;
137.837;4;Em movimento;0;1;312;0;0;59;100;180;
138.346;4;Em movimento;0;1;317;0;0;59;100;180;
138.857;4;Em movimento;0;1;322;0;0;59;100;180;
139.362;4;Em movimento;0;1;327;0;0;59;100;180;
139.866;4;Em movimento;0;1;332;0;0;59;100;180;
140.393;4;Em movimento;0;1;337;0;0;59;100;180;
140.915;4;Em movimento;0;1;342;0;0;59;100;180;
141.43;4;Em movimento;0;1;347;0;0;59;100;180;
141.95;4;Em movimento;0;1;352;0;0;60;100;180;
142.37;4;Em movimento;0;1;356;0;0;60;100;180;
142.887;4;Em movimento;0;1;361;0;0;60;100;180;
143.404;4;Em movimento;0;1;366;0;0;60;100;180;
143.917;4;Em movimento;0;1;371;0;0;60;100;180;
144.429;4;Em movimento;0;1;376;0;0;60;100;180;
144.935;4;Em movimento;0;1;381;0;0;60;100;180;
145.445;4;Em movimento;0;1;386;0;0;60;100;180;
145.866;4;Em movimento;0;1;390;0;0;60;100;180;
146.395;4;Em movimento;0;1;396;0;0;60;100;180;
146.909;4;Em movimento;0;1;401;0;0;60;100;180;
147.432;4;Em movimento;0;1;406;0;0;60;100;180;
147.938;4;Em movimento;0;1;411;0;0;60;100;180;
148.442;4;Em movimento;0;1;416;0;0;60;100;180;
148.951;4;Em movimento;0;1;421;0;0;60;100;180;
149.476;4;Em movimento;0;1;426;0;0;60;100;180;
149.998;4;Em movimento;0;1;431;0;0;60;100;180;
150.426;4;Em movimento;0;1;435;0;0;60;100;180;
150.951;4;Em movimento;0;1;441;0;0;60;100;180;
151.473;4;Em movimento;0;1;446;0;0;60;100;180;
151.989;4;Em movimento;0;1;451;0;0;60;100;180;
152.41;4;Em movimento;0;1;455;0;0;60;100;180;
152.943;4;Em movimento;0;1;460;0;0;60;100;180;
153.46;4;Em movimento;0;1;466;0;0;60;100;180;
153.983;4;Em movimento;0;1;471;0;0;60;100;180;
154.518;4;Em movimento;0;1;476;0;0;60;100;180;
154.95;4;Em movimento;0;1;480;0;0;60;100;180;
155.476;4;Em movimento;0;1;485;0;0;60;100;180;
156.019;4;Em movimento;0;1;491;0;0;60;100;180;
156.453;4;Em movimento;0;1;495;0;0;60;100;180;
156.985;4;Em movimento;0;1;500;0;0;60;100;180;
157.518;4;Em movimento;0;1;506;0;0;60;100;180;
158.033;4;Em movimento;0;1;511;0;0;60;100;180;
158.545;4;Em movimento;0;1;516;0;0;60;100;180;
158.966;4;Em movimento;0;1;520;0;0;60;100;180;
159.489;4;Em movimento;0;1;525;0;0;60;100;180;
160.001;4;Em movimento;0;1;530;0;0;60;100;180;
160.526;4;Em movimento;0;1;535;0;0;60;100;180;
161.035;4;Em movimento;0;1;541;0;0;60;100;180;
161.55;4;Em movimento;0;1;546;0;0;60;100;180;
162.067;4;Em movimento;0;1;551;0;0;60;100;180;
162.501;4;Em movimento;0;1;555;0;0;60;100;180;
163.045;4;Em movimento;0;1;560;0;0;60;100;180;
163.592;4;Em movimento;0;1;566;0;0;60;100;180;
164.028;4;Em movimento;0;1;570;0;0;60;100;180;
164.542;4;Em movimento;0;1;575;0;0;60;100;180;
165.08;4;Em movimento;0;1;580;0;0;60;100;180;
165.517;4;Em movimento;0;1;585;0;0;60;100;180;
166.056;4;Em movimento;0;1;590;0;0;60;100;180;
166.599;4;Em movimento;0;1;595;0;0;60;100;180;
167.038;4;Em movimento;0;1;600;0;0;60;100;180;
167.579;4;Em movimento;0;1;605;0;0;60;100;180;
168.009;4;Em movimento;0;1;609;0;0;60;100;180;
168.544;4;Em movimento;0;1;615;0;0;60;100;180;
169.067;4;Em movimento;0;1;620;0;0;60;100;180;
169.608;4;Em movimento;0;1;625;0;0;60;100;180;
170.041;4;Em movimento;0;1;629;0;0;60;100;180;
170.593;4;Em movimento;0;1;635;0;0;60;100;180;
171.129;4;Em movimento;0;1;640;0;0;60;100;180;
171.554;4;Em movimento;0;1;644;0;0;60;100;180;
172.093;4;Em movimento;0;1;650;0;0;60;100;180;
172.626;4;Em movimento;0;1;655;0;0;60;100;180;
173.048;4;Em movimento;0;1;659;0;0;60;100;180;
173.585;4;Em movimento;0;1;665;0;0;60;100;180;
174.116;4;Em movimento;0;1;670;0;0;60;100;180;
174.653;4;Em movimento;0;1;675;0;0;60;100;180;
175.177;4;Em movimento;0;1;680;0;0;60;100;180;
175.595;4;Em movimento;0;1;685;0;0;60;100;180;
176.136;4;Em movimento;0;1;690;0;0;60;100;180;
176.653;4;Em movimento;0;1;695;0;0;60;100;180;
177.175;4;Em movimento;0;1;700;0;0;60;100;180;
177.707;4;Em movimento;0;1;705;0;0;60;100;180;
178.215;4;Em movimento;0;1;710;0;0;60;100;180;
178.724;4;Em movimento;0;1;716;0;0;60;100;180;
179.239;4;Em movimento;0;1;721;0;0;60;100;180;
179.651;4;Em movimento;0;1;725;0;0;60;100;180;
180.161;4;Em movimento;0;1;730;0;0;60;100;180;
180.665;4;Em movimento;0;1;735;0;0;60;100;180;
181.188;4;Em movimento;0;1;740;0;0;60;100;180;
181.719;4;Em movimento;0;1;745;0;0;60;100;180;
182.25;4;Em movimento;0;1;750;0;0;60;100;180;
182.674;4;Em movimento;0;1;754;0;0;60;100;180;
183.206;4;Em movimento;0;1;760;0;0;60;100;180;
183.728;4;Em movimento;0;1;765;0;0;60;100;180;
184.257;4;Em movimento;0;1;770;0;0;60;100;180;
184.684;4;Em movimento;0;1;774;0;0;60;100;180;
185.206;4;Em movimento;0;1;780;0;0;60;100;180;
185.714;4;Em movimento;0;1;785;0;0;60;100;180;
186.222;4;Em movimento;0;1;790;0;0;60;100;180;
186.726;4;Em movimento;0;1;795;0;0;60;100;180;
187.264;4;Em movimento;0;1;800;0;0;60;100;180;
187.692;4;Em movimento;0;1;804;0;0;60;100;180;
188.222;4;Em movimento;0;1;809;0;0;60;100;180;
188.73;4;Em movimento;0;1;815;0;0;60;100;180;
189.248;4;Em movimento;0;1;820;0;0;60;100;180;
189.782;4;Em movimento;0;1;825;0;0;60;100;180;
190.203;4;Em movimento;0;1;829;0;0;60;100;180;
190.713;4;Em movimento;0;1;834;0;0;60;100;180;
191.218;4;Em movimento;0;1;839;0;0;60;100;180;
191.721;4;Em movimento;0;1;844;0;0;60;100;180;
192.229;4;Em movimento;0;1;849;0;0;60;100;180;
192.74;4;Em movimento;0;1;854;0;0;60;100;180;
193.247;4;Em movimento;0;1;859;0;0;60;100;180;
193.761;4;Em movimento;0;1;865;0;0;60;100;180;
194.277;4;Em movimento;0;1;870;0;0;60;100;180;
194.79;4;Em movimento;0;1;875;0;0;60;100;180;
195.298;4;Em movimento;0;1;880;0;0;60;100;180;
195.808;4;Em movimento;0;1;885;0;0;60;100;180;
196.319;4;Em movimento;0;1;890;0;0;60;100;180;
196.831;4;Em movimento;0;1;895;0;0;60;100;180;
197.345;4;Em movimento;0;1;900;0;0;60;100;180;
197.766;4;Em movimento;0;1;904;0;0;60;100;180;
198.304;4;Em movimento;0;1;909;0;0;60;100;180;
198.842;4;Em movimento;0;1;914;0;0;60;100;180;
199.357;4;Em movimento;0;1;920;0;0;60;100;180;
199.766;4;Em movimento;0;1;924;0;0;60;100;180;
200.279;4;Em movimento;0;1;929;0;0;60;100;180;
200.818;4;Em movimento;0;1;934;0;0;60;100;180;
201.354;4;Em movimento;0;1;939;0;0;60;100;180;
201.789;4;Em movimento;0;1;944;0;0;60;100;180;
202.323;4;Em movimento;0;1;949;0;0;60;100;180;
202.844;4;Em movimento;0;1;954;0;0;60;100;180;
203.357;4;Em movimento;0;1;959;0;0;60;100;180;
203.876;4;Em movimento;0;1;964;0;0;60;100;180;
204.31;4;Em movimento;0;1;969;0;0;60;100;180;
204.817;4;Em movimento;0;1;974;0;0;60;100;180;
205.321;4;Em movimento;0;1;979;0;0;60;100;180;
205.825;4;Em movimento;0;1;984;0;0;60;100;180;
206.329;4;Em movimento;0;1;989;0;0;60;100;180;
206.834;4;Em movimento;0;1;994;0;0;60;100;180;
207.343;4;Em movimento;0;1;999;0;0;60;100;180;
207.859;4;Em movimento;0;1;1004;0;0;60;100;180;
208.37;4;Em movimento;0;1;1009;0;0;60;100;180;
208.877;4;Em movimento;0;1;1014;0;0;60;100;180;
209.383;4;Em movimento;0;1;1019;0;0;60;100;180;
209.89;4;Em movimento;0;1;1024;0;0;60;100;180;
210.41;4;Em movimento;0;1;1029;0;0;60;100;180;
210.836;4;Em movimento;0;1;1033;0;0;60;100;180;
211.361;4;Em movimento;0;1;1038;0;0;60;100;180;
211.877;4;Em movimento;0;1;1044;0;0;60;100;180;
212.389;4;Em movimento;0;1;1049;0;0;60;100;180;
212.897;4;Em movimento;0;1;1054;0;0;60;100;180;
213.408;4;Em movimento;0;1;1059;0;0;60;100;180;
213.915;4;Em movimento;0;1;1064;0;0;60;100;180;
214.435;4;Em movimento;0;1;1069;0;0;60;100;180;
214.952;4;Em movimento;0;1;1074;0;0;60;100;180;
215.384;4;Em movimento;0;1;1078;0;0;60;100;180;
215.891;4;Em movimento;0;1;1084;0;0;60;100;180;
216.394;4;Em movimento;0;1;1089;0;0;60;100;180;
216.899;4;Em movimento;0;1;1093;0;0;60;100;180;
217.403;4;Em movimento;0;1;1098;0;0;60;100;180;
217.91;4;Em movimento;0;1;1103;0;0;60;100;180;
218.421;4;Em movimento;0;1;1108;0;0;60;100;180;
218.935;4;Em movimento;0;1;1113;0;0;60;100;180;
219.459;4;Em movimento;0;1;1118;0;0;60;100;180;
219.976;4;Em movimento;0;1;1124;0;0;60;100;180;
220.4;4;Em movimento;0;1;1128;0;0;60;100;180;
220.929;4;Em movimento;0;1;1133;0;0;60;100;180;
221.474;4;Em movimento;0;1;1138;0;0;60;100;180;
221.909;4;Em movimento;0;1;1143;0;0;60;100;180;
222.454;4;Em movimento;0;1;1148;0;0;60;100;180;
222.989;4;Em movimento;0;1;1153;0;0;60;100;180;
223.425;4;Em movimento;0;1;1158;0;0;60;100;180;
223.97;4;Em movimento;0;1;1163;0;0;60;100;180;
224.4;4;Em movimento;0;1;1167;0;0;60;100;180;
224.939;4;Em movimento;0;1;1173;0;0;60;100;180;
225.485;4;Em movimento;0;1;1178;0;0;60;100;180;
225.923;4;Em movimento;0;1;1182;0;0;60;100;180;
226.455;4;Em movimento;0;1;1188;0;0;60;100;180;
226.993;4;Em movimento;0;1;1193;0;0;60;100;180;
227.515;4;Em movimento;0;1;1198;0;0;60;100;180;
227.947;4;Em movimento;0;1;1203;0;0;60;100;180;
228.47;4;Em movimento;0;1;1208;0;0;60;100;180;
229.007;4;Em movimento;0;1;1213;0;0;60;100;180;
229.532;4;Em movimento;0;1;1218;0;0;60;100;180;
229.962;4;Em movimento;0;1;1222;0;0;60;100;180;
230.497;4;Em movimento;0;1;1228;0;0;60;100;180;
231.033;4;Em movimento;0;1;1233;0;0;60;100;180;
231.463;4;Em movimento;0;1;1237;0;0;60;100;180;
232.011;4;Em movimento;0;1;1243;0;0;60;100;180;
232.451;4;Em movimento;0;1;1247;0;0;60;100;180;
233.003;4;Em movimento;0;1;1252;0;0;60;100;180;
233.539;4;Em movimento;0;1;1258;0;0;60;100;180;
233.973;4;Em movimento;0;1;1262;0;0;60;100;180;
234.481;4;Em movimento;0;1;1267;0;0;60;100;180;
234.986;4;Em movimento;0;1;1273;0;0;60;100;180;
235.492;4;Em movimento;0;1;1278;0;0;60;100;180;
235.997;4;Em movimento;0;1;1282;0;0;60;100;180;
236.501;4;Em movimento;0;1;1287;0;0;60;100;180;
237.007;4;Em movimento;0;1;1292;0;0;60;100;180;
237.511;4;Em movimento;0;1;1298;0;0;60;100;180;
238.012;4;Em movimento;0;1;1302;0;0;60;100;180;
238.518;4;Em movimento;0;1;1307;0;0;60;100;180;
239.025;4;Em movimento;0;1;1312;0;0;60;100;180;
