tempo_s;id_caminhao;estado;e_defeito;e_automatico;i_posicao_x;i_posicao_y;i_angulo_x;i_temperatura;o_aceleracao;o_direcao;evento
44.1109;2;Parado;0;1;-27;-10;0;40;0;0;
44.6158;2;Parado;0;1;-27;-10;0;40;0;0;
45.1204;2;Parado;0;1;-27;-10;0;40;0;0;
45.6226;2;Parado;0;1;-27;-10;0;40;0;0;
46.1285;2;Parado;0;1;-27;-10;0;40;0;0;
46.6325;2;Parado;0;1;-27;-10;0;40;0;0;
47.1375;2;Parado;0;1;-27;-10;0;40;0;0;
47.6404;2;Parado;0;1;-27;-10;0;40;0;0;
48.1458;2;Parado;0;1;-27;-10;0;40;0;0;
48.6503;2;Parado;0;1;-27;-10;0;40;0;0;
49.1565;2;Parado;0;1;-27;-10;0;40;0;0;
49.6612;2;Parado;0;1;-27;-10;0;40;0;0;
50.1676;2;Parado;0;1;-27;-10;0;40;0;0;
50.6728;2;Parado;0;1;-27;-10;0;40;0;0;
